filename_base,task_id,source,misjudgement,answer,llm_answer,evaluated,data_id,difficulty,problem_text_length,solution_text_length,prompt_perplexity,statement_gunning_fog_index,statement_flesch_kincaid_grade,api_calls,actual_verdict,File Name,LOC,LLOC,SLOC,Comments,Cyclomatic Complexity,Maintainability Index,h1,h2,h,N1,N2,N,Vocabulary,Volume,Difficulty,Effort,Bugs,Time,module,pylint_total_issues,pylint_convention,pylint_error,pylint_refactor,pylint_warning,File,complexity_sum,bandit_total_issues,bandit_unique_severities,bandit_unique_confidences
code_task_3750_data_codellama,3750,codellama,False,C,C,C,1050,2,1118,98,1.0000048425671522,10.234226804123711,8.885278350515463,4,WA,code_task_3750_data_codellama.py,6,5,5,0,0,72.09394973757158,4,7,11,6,11,17,11,58.81033751683406,3.142857142857143,184.83248933862137,0.0196034458389446,10.268471629923408,code_task_3750_data_codellama,1.0,1.0,0.0,0.0,0.0,code_task_3750_data_codellama.py,2,0.0,0.0,0.0
code_task_3750_data_llama,3750,llama,False,C,C,C,1051,2,1118,44,1.0019306130607875,10.234226804123711,8.885278350515463,1,WA,code_task_3750_data_llama.py,2,1,1,0,0,89.42104573918593,1,5,6,4,8,12,6,31.019550008653873,0.8,24.8156400069231,0.0103398500028846,1.3786466670512834,code_task_3750_data_llama,12.0,1.0,11.0,0.0,0.0,code_task_3750_data_llama.py,0,0.0,0.0,0.0
code_task_3750_data_Mixtral,3750,Mixtral,False,C,C,C,1052,2,1118,256,1.0002078533178163,10.234226804123711,8.885278350515463,4,WA,code_task_3750_data_Mixtral.py,16,14,14,0,0,59.448772450772466,6,8,14,12,23,35,14,133.25742227201613,8.625,1149.3452670961392,0.0444191407573387,63.8525148386744,code_task_3750_data_Mixtral,2.0,2.0,0.0,0.0,0.0,code_task_3750_data_Mixtral.py,9,0.0,0.0,0.0
code_task_3751_data_claude3,3751,claude3,True,A,C,A,1054,2,1709,625,1.0015225648547492,14.302637889688251,11.399676258992809,9,AC,code_task_3751_data_claude3.py,24,11,11,6,4,94.7536939445702,3,7,10,4,8,12,10,39.863137138648355,1.7142857142857142,68.33680652339717,0.0132877123795494,3.796489251299843,code_task_3751_data_claude3,6.0,5.0,0.0,0.0,1.0,code_task_3751_data_claude3.py,3,0.0,0.0,0.0
code_task_3751_data_wizardcoder,3751,wizardcoder,False,C,C,C,1055,2,1709,135,1.00023884951777,14.302637889688251,11.399676258992809,5,WA,code_task_3751_data_wizardcoder.py,7,6,6,0,2,78.01508585192973,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211,0.1320802083934297,code_task_3751_data_wizardcoder,4.0,3.0,0.0,1.0,0.0,code_task_3751_data_wizardcoder.py,2,0.0,0.0,0.0
code_task_3752_data_codegeex,3752,codegeex,False,C,C,C,1057,2,1876,181,1.0000037697296307,8.461801801801801,6.495091591591592,3,WA,code_task_3752_data_codegeex.py,13,10,10,0,0,64.32429495185248,5,9,14,7,14,21,14,79.95445336320968,3.888888888888889,310.93398530137097,0.0266514844544032,17.27411029452061,code_task_3752_data_codegeex,2.0,2.0,0.0,0.0,0.0,code_task_3752_data_codegeex.py,6,0.0,0.0,0.0
code_task_3752_data_gemini,3752,gemini,False,C,C,C,1058,2,1876,224,1.0000062730192742,8.461801801801801,6.495091591591592,6,WA,code_task_3752_data_gemini.py,13,10,10,0,2,64.27385553682589,4,9,13,8,16,24,13,88.81055323538621,3.5555555555555554,315.7708559480398,0.0296035177451287,17.542825330446657,code_task_3752_data_gemini,3.0,2.0,0.0,1.0,0.0,code_task_3752_data_gemini.py,2,0.0,0.0,0.0
code_task_3752_data_gemma,3752,gemma,True,B,C,B,1059,2,1876,95,1.000007941882063,8.461801801801801,6.495091591591592,0,CE,code_task_3752_data_gemma.py,6,6,6,0,0,71.54920825572741,4,6,10,4,8,12,10,39.863137138648355,2.6666666666666665,106.3016990363956,0.0132877123795494,5.905649946466422,code_task_3752_data_gemma,1.0,0.0,1.0,0.0,0.0,code_task_3752_data_gemma.py,2,0.0,0.0,0.0
code_task_3752_data_chatglm,3752,chatglm,False,C,C,C,1060,2,1876,184,1.0000005512238017,8.461801801801801,6.495091591591592,9,WA,code_task_3752_data_chatglm.py,9,7,7,0,1,71.24058862784351,3,6,9,3,6,9,9,28.529325012980813,1.5,42.793987519471216,0.0095097750043269,2.377443751081734,code_task_3752_data_chatglm,5.0,2.0,0.0,0.0,3.0,code_task_3752_data_chatglm.py,0,0.0,0.0,0.0
code_task_3753_data_starcoder,3753,starcoder,False,C,C,C,1061,2,2630,1478,1.0183160137760248,8.796259814418272,6.601770877944329,16,WA,code_task_3753_data_starcoder.py,41,30,30,9,8,75.55773232081837,6,25,31,16,31,47,31,232.84722658818316,3.72,866.1916829080415,0.077615742196061,48.12176016155786,code_task_3753_data_starcoder,6.0,3.0,1.0,0.0,2.0,code_task_3753_data_starcoder.py,12,0.0,0.0,0.0
code_task_3753_data_wizardcoder,3753,wizardcoder,False,C,C,C,1062,2,2630,1117,1.0000034121173036,8.796259814418272,6.601770877944329,12,WA,code_task_3753_data_wizardcoder.py,35,21,21,8,0,82.33239531345848,5,15,20,12,24,36,20,155.58941141594505,4.0,622.3576456637802,0.0518631371386483,34.5754247590989,code_task_3753_data_wizardcoder,3.0,3.0,0.0,0.0,0.0,code_task_3753_data_wizardcoder.py,19,0.0,0.0,0.0
code_task_3753_data_chatglm,3753,chatglm,True,B,C,B,1063,2,2630,1202,1.0052477234535628,8.796259814418272,6.601770877944329,0,CE,code_task_3753_data_chatglm.py,33,20,20,8,13,82.98626453363201,5,12,17,12,22,34,17,138.97373660251156,4.583333333333333,636.962959428178,0.0463245788675038,35.386831079343224,code_task_3753_data_chatglm,1.0,0.0,1.0,0.0,0.0,code_task_3753_data_chatglm.py,16,0.0,0.0,0.0
code_task_3754_data_gemini,3754,gemini,False,C,C,C,1065,2,1665,1067,1.000007941882063,12.039215686274511,8.461919504643966,12,WA,code_task_3754_data_gemini.py,31,18,18,5,6,80.74452134834344,5,18,23,19,38,57,23,257.84303149524976,5.277777777777778,1360.838221780485,0.0859476771650832,75.60212343224916,code_task_3754_data_gemini,6.0,5.0,0.0,0.0,1.0,code_task_3754_data_gemini.py,6,0.0,0.0,0.0
code_task_3754_data_gpt3.5,3754,gpt3.5,False,C,C,C,1066,2,1665,215,1.0000491875271498,12.039215686274511,8.461919504643966,7,WA,code_task_3754_data_gpt3.5.py,16,11,11,0,0,63.69036225429101,3,11,14,7,14,21,14,79.95445336320968,1.9090909090909092,152.64032005703666,0.0266514844544032,8.480017780946481,code_task_3754_data_gpt3.5,2.0,2.0,0.0,0.0,0.0,code_task_3754_data_gpt3.5.py,1,0.0,0.0,0.0
code_task_3754_data_codellama,3754,codellama,False,C,C,C,1067,2,1665,273,1.0000003128163746,12.039215686274511,8.461919504643966,10,WA,code_task_3754_data_codellama.py,17,13,13,0,2,61.085194772480634,5,10,15,8,16,24,15,93.76537429460444,4.0,375.06149717841777,0.0312551247648681,20.836749843245432,code_task_3754_data_codellama,3.0,2.0,0.0,1.0,0.0,code_task_3754_data_codellama.py,2,0.0,0.0,0.0
code_task_3754_data_llama,3754,llama,False,C,C,C,1068,2,1665,1218,1.000000432020081,12.039215686274511,8.461919504643966,18,WA,code_task_3754_data_llama.py,35,16,16,14,4,95.60735718822237,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211,0.1320802083934297,code_task_3754_data_llama,11.0,8.0,0.0,0.0,3.0,code_task_3754_data_llama.py,6,0.0,0.0,0.0
code_task_3755_data_llama,3755,llama,False,C,C,C,1069,2,1452,1273,1.0000130676934331,11.622857142857143,9.027085714285718,16,WA,code_task_3755_data_llama.py,43,25,25,13,9,82.8366672594627,6,12,18,11,21,32,18,133.437600046154,5.25,700.5474002423084,0.0444792000153846,38.91930001346158,code_task_3755_data_llama,9.0,6.0,0.0,1.0,2.0,code_task_3755_data_llama.py,8,0.0,0.0,0.0
code_task_3755_data_gpt4,3755,gpt4,False,C,C,C,1070,2,1452,819,1.0000478762231733,11.622857142857143,9.027085714285718,23,WA,code_task_3755_data_gpt4.py,36,30,30,0,0,48.7381281720961,6,20,26,21,39,60,26,282.02638308846554,5.85,1649.8543410675234,0.0940087943628218,91.6585745037513,code_task_3755_data_gpt4,1.0,1.0,0.0,0.0,0.0,code_task_3755_data_gpt4.py,21,0.0,0.0,0.0
code_task_3755_data_qwen,3755,qwen,False,C,C,C,1071,2,1452,877,1.0000018624656668,11.622857142857143,9.027085714285718,18,WA,code_task_3755_data_qwen.py,35,23,23,6,5,80.42316557292841,5,10,15,11,21,32,15,125.0204990594726,5.25,656.3576200622311,0.0416734996864908,36.46431222567951,code_task_3755_data_qwen,6.0,3.0,0.0,0.0,3.0,code_task_3755_data_qwen.py,6,0.0,0.0,0.0
code_task_3755_data_deepseekcoder,3755,deepseekcoder,False,C,C,C,1072,2,1452,1008,1.0,11.622857142857143,9.027085714285718,15,WA,code_task_3755_data_deepseekcoder.py,32,19,17,8,3,86.64282824221213,4,10,14,9,17,26,14,98.9912279734977,3.4,336.57017510989215,0.0329970759911659,18.698343061660676,code_task_3755_data_deepseekcoder,7.0,4.0,0.0,0.0,3.0,code_task_3755_data_deepseekcoder.py,2,0.0,0.0,0.0
code_task_3756_data_gemini,3756,gemini,False,C,C,C,1073,2,2332,2741,1.0002614891999497,7.426520665864928,4.99418317615039,16,WA,code_task_3756_data_gemini.py,83,37,33,20,9,77.48251588904647,5,13,18,10,20,30,18,125.09775004326936,3.8461538461538463,481.145192474113,0.0416992500144231,26.730288470784057,code_task_3756_data_gemini,8.0,3.0,4.0,0.0,1.0,code_task_3756_data_gemini.py,14,0.0,0.0,0.0
code_task_3756_data_deepseekcoder,3756,deepseekcoder,False,C,C,C,1074,2,2332,863,1.000007941882063,7.426520665864928,4.99418317615039,14,WA,code_task_3756_data_deepseekcoder.py,31,23,23,2,6,70.39714885316931,5,16,21,14,28,42,21,184.4773317567079,4.375,807.0883264355972,0.0614924439189026,44.83824035753318,code_task_3756_data_deepseekcoder,5.0,2.0,0.0,0.0,3.0,code_task_3756_data_deepseekcoder.py,11,0.0,0.0,0.0
code_task_3756_data_starcoder,3756,starcoder,False,C,C,C,1075,2,2332,268,1.000002935301142,7.426520665864928,4.99418317615039,7,WA,code_task_3756_data_starcoder.py,12,6,6,3,0,100.0,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211,0.1320802083934297,code_task_3756_data_starcoder,1.0,1.0,0.0,0.0,0.0,code_task_3756_data_starcoder.py,1,0.0,0.0,0.0
code_task_3756_data_wizardcoder,3756,wizardcoder,False,B,B,B,1076,2,2332,7933,1.1054143731534203,7.426520665864928,4.99418317615039,0,CE,code_task_3756_data_wizardcoder.py,183,91,91,46,0,60.49016252787817,1,44,45,43,86,129,45,708.4490494265281,0.9772727272727272,692.3479346668342,0.236149683142176,38.463774148157455,code_task_3756_data_wizardcoder,1.0,0.0,1.0,0.0,0.0,code_task_3756_data_wizardcoder.py,43,0.0,0.0,0.0
code_task_3756_data_wenxin,3756,wenxin,False,C,C,C,1077,2,2332,1289,1.0000749371165865,7.426520665864928,4.99418317615039,15,WA,code_task_3756_data_wenxin.py,45,32,32,5,10,69.4016931787319,8,20,28,26,46,72,28,346.1295543881475,9.2,3184.3919003709566,0.1153765181293824,176.91066113171982,code_task_3756_data_wenxin,7.0,2.0,0.0,0.0,5.0,code_task_3756_data_wenxin.py,19,0.0,0.0,0.0
code_task_3757_data_codegeex,3757,codegeex,False,C,C,C,1078,2,938,204,1.0000130676934331,9.817431803060547,7.756846307385235,4,WA,code_task_3757_data_codegeex.py,8,6,6,0,0,67.96918178491458,3,12,15,9,20,29,15,113.29982727264704,2.5,283.2495681816176,0.0377666090908823,15.736087121200976,code_task_3757_data_codegeex,2.0,2.0,0.0,0.0,0.0,code_task_3757_data_codegeex.py,3,0.0,0.0,0.0
code_task_3757_data_Mixtral,3757,Mixtral,False,C,C,C,1079,2,938,550,1.0000454920388613,9.817431803060547,7.756846307385235,21,WA,code_task_3757_data_Mixtral.py,14,13,12,0,2,59.59131379407022,7,18,25,11,22,33,25,153.24725426256592,4.277777777777778,655.5576987898653,0.0510824180875219,36.41987215499252,code_task_3757_data_Mixtral,4.0,4.0,0.0,0.0,0.0,code_task_3757_data_Mixtral.py,0,0.0,0.0,0.0
code_task_3757_data_gemini,3757,gemini,False,C,C,C,1081,2,938,541,1.0000037697296307,9.817431803060547,7.756846307385235,11,WA,code_task_3757_data_gemini.py,21,19,19,0,6,52.49596581106408,4,33,37,31,62,93,37,484.4791630034924,3.757575757575758,1820.4671579525168,0.1614930543344974,101.13706433069538,code_task_3757_data_gemini,2.0,2.0,0.0,0.0,0.0,code_task_3757_data_gemini.py,5,0.0,0.0,0.0
code_task_3758_data_deepseekcoder,3758,deepseekcoder,False,C,C,C,1083,2,2240,561,1.0000001936126681,10.682193732193733,6.9842735042735065,9,WA,code_task_3758_data_deepseekcoder.py,18,13,13,0,8,63.417233875971625,3,7,10,4,8,12,10,39.863137138648355,1.7142857142857142,68.33680652339717,0.0132877123795494,3.796489251299843,code_task_3758_data_deepseekcoder,6.0,2.0,0.0,1.0,3.0,code_task_3758_data_deepseekcoder.py,6,0.0,0.0,0.0
code_task_3758_data_gemini,3758,gemini,False,C,C,C,1084,2,2240,401,1.000000432020081,10.682193732193733,6.9842735042735065,14,WA,code_task_3758_data_gemini.py,19,17,17,0,5,62.46408896085777,2,6,8,3,6,9,8,27.0,1.0,27.0,0.009,1.5,code_task_3758_data_gemini,3.0,3.0,0.0,0.0,0.0,code_task_3758_data_gemini.py,5,0.0,0.0,0.0
code_task_3758_data_magiccoder,3758,magiccoder,False,C,C,C,1085,2,2240,544,1.000000908835049,10.682193732193733,6.9842735042735065,9,WA,code_task_3758_data_magiccoder.py,18,17,17,0,10,57.12903367231152,6,12,18,10,20,30,18,125.09775004326936,5.0,625.4887502163468,0.0416992500144231,34.74937501201927,code_task_3758_data_magiccoder,5.0,3.0,0.0,0.0,2.0,code_task_3758_data_magiccoder.py,7,0.0,0.0,0.0
code_task_3758_data_chatglm,3758,chatglm,False,C,C,C,1086,2,2240,652,1.0011711455070886,10.682193732193733,6.9842735042735065,12,WA,code_task_3758_data_chatglm.py,26,25,23,0,0,53.94858145552861,3,12,15,8,16,24,15,93.76537429460444,2.0,187.53074858920888,0.0312551247648681,10.418374921622716,code_task_3758_data_chatglm,1.0,1.0,0.0,0.0,0.0,code_task_3758_data_chatglm.py,15,0.0,0.0,0.0
code_task_3758_data_codegeex,3758,codegeex,True,B,C,B,1087,2,2240,4900,1.011109309450243,10.682193732193733,6.9842735042735065,0,CE,code_task_3758_data_codegeex.py,167,149,149,0,82,17.628520081262295,5,102,107,169,338,507,107,3417.9237621053812,8.284313725490197,28315.1527350887,1.1393079207017938,1573.0640408382612,code_task_3758_data_codegeex,1.0,0.0,1.0,0.0,0.0,code_task_3758_data_codegeex.py,117,0.0,0.0,0.0
code_task_3758_data_codellama,3758,codellama,False,C,C,C,1088,2,2240,663,1.0000001936126681,10.682193732193733,6.9842735042735065,22,WA,code_task_3758_data_codellama.py,39,28,28,0,5,52.0238667377755,4,16,20,10,20,30,20,129.65784284662087,2.5,324.14460711655215,0.0432192809488736,18.00803372869734,code_task_3758_data_codellama,9.0,3.0,0.0,3.0,3.0,code_task_3758_data_codellama.py,7,0.0,0.0,0.0
code_task_3758_data_starcoder,3758,starcoder,False,C,C,C,1089,2,2240,413,1.0015034890925756,10.682193732193733,6.9842735042735065,7,WA,code_task_3758_data_starcoder.py,11,9,9,0,2,70.12574778134105,2,2,4,3,6,9,4,18.0,3.0,54.0,0.006,3.0,code_task_3758_data_starcoder,3.0,2.0,0.0,0.0,1.0,code_task_3758_data_starcoder.py,1,0.0,0.0,0.0
code_task_3759_data_gemma,3759,gemma,False,C,C,C,1090,2,1094,97,1.0000006704275366,11.751196172248804,7.728468899521534,5,WA,code_task_3759_data_gemma.py,6,6,6,0,0,72.73400286273859,2,6,8,3,6,9,8,27.0,1.0,27.0,0.009,1.5,code_task_3759_data_gemma,2.0,2.0,0.0,0.0,0.0,code_task_3759_data_gemma.py,1,0.0,0.0,0.0
code_task_3759_data_chatglm,3759,chatglm,False,C,C,C,1091,2,1094,1011,1.00012345048308,11.751196172248804,7.728468899521534,17,WA,code_task_3759_data_chatglm.py,35,29,29,1,12,63.93470091959273,5,12,17,7,13,20,17,81.7492568250068,2.7083333333333335,221.4042372343934,0.0272497522750022,12.300235401910744,code_task_3759_data_chatglm,9.0,4.0,0.0,0.0,5.0,code_task_3759_data_chatglm.py,10,0.0,0.0,0.0
code_task_3759_data_gemini,3759,gemini,False,C,C,C,1092,2,1094,119,1.0000023392813167,11.751196172248804,7.728468899521534,4,WA,code_task_3759_data_gemini.py,9,6,6,0,1,70.63891571944424,3,9,12,5,10,15,12,53.77443751081735,1.6666666666666667,89.62406251802892,0.0179248125036057,4.9791145843349405,code_task_3759_data_gemini,3.0,2.0,0.0,0.0,1.0,code_task_3759_data_gemini.py,0,0.0,0.0,0.0
code_task_3759_data_gpt4,3759,gpt4,True,A,C,A,1093,2,1094,97,1.0000037697296307,11.751196172248804,7.728468899521534,6,AC,code_task_3759_data_gpt4.py,7,6,6,0,0,72.93582841773419,2,5,7,3,6,9,7,25.26619429851844,1.2,30.319433158222125,0.0084220647661728,1.6844129532345624,code_task_3759_data_gpt4,1.0,1.0,0.0,0.0,0.0,code_task_3759_data_gpt4.py,2,0.0,0.0,0.0
code_task_3760_data_chatglm,3760,chatglm,False,C,C,C,1095,2,1513,503,1.0000001936126681,12.055739348370928,8.227503759398498,7,WA,code_task_3760_data_chatglm.py,15,13,13,0,4,58.955970433905705,4,20,24,15,30,45,24,206.3233125324521,3.0,618.9699375973562,0.0687744375108173,34.387218755408675,code_task_3760_data_chatglm,12.0,2.0,0.0,2.0,8.0,code_task_3760_data_chatglm.py,6,0.0,0.0,0.0
code_task_3760_data_gemma,3760,gemma,False,C,C,C,1096,2,1513,198,1.000000908835049,12.055739348370928,8.227503759398498,3,WA,code_task_3760_data_gemma.py,14,14,14,0,0,60.5176221707904,4,11,15,8,16,24,15,93.76537429460444,2.909090909090909,272.7719979479402,0.0312551247648681,15.153999885996676,code_task_3760_data_gemma,6.0,2.0,0.0,4.0,0.0,code_task_3760_data_gemma.py,4,0.0,0.0,0.0
code_task_3760_data_starcoder,3760,starcoder,False,C,C,C,1097,2,1513,1121,1.2865060149939789,12.055739348370928,8.227503759398498,14,WA,code_task_3760_data_starcoder.py,36,20,20,7,7,81.81548399151235,6,19,25,15,30,45,25,208.9735285398626,4.7368421052631575,989.8746088730333,0.0696578428466208,54.99303382627963,code_task_3760_data_starcoder,10.0,2.0,0.0,0.0,8.0,code_task_3760_data_starcoder.py,16,0.0,0.0,0.0
code_task_3761_data_codegeex,3761,codegeex,False,C,C,C,1098,2,1015,492,1.0000215313001366,10.367061143984223,8.195991124260356,6,WA,code_task_3761_data_codegeex.py,22,20,20,0,6,55.60067101607368,5,16,21,11,20,31,21,136.16184010614157,3.125,425.5057503316924,0.0453872800353805,23.63920835176069,code_task_3761_data_codegeex,7.0,4.0,0.0,0.0,3.0,code_task_3761_data_codegeex.py,6,0.0,0.0,0.0
code_task_3761_data_gpt3.5,3761,gpt3.5,False,C,C,C,1100,2,1015,1827,1.0000062730192742,10.367061143984223,8.195991124260356,17,WA,code_task_3761_data_gpt3.5.py,58,48,43,6,15,63.325199718524765,10,38,48,27,53,80,48,446.79700005769257,6.973684210526316,3115.821184612856,0.1489323333525642,173.10117692293645,code_task_3761_data_gpt3.5,14.0,7.0,0.0,1.0,6.0,code_task_3761_data_gpt3.5.py,19,0.0,0.0,0.0
code_task_3761_data_chatglm,3761,chatglm,False,C,C,C,1101,2,1015,319,1.0003355221005812,10.367061143984223,8.195991124260356,7,WA,code_task_3761_data_chatglm.py,16,14,14,0,5,60.5176221707904,4,11,15,8,16,24,15,93.76537429460444,2.909090909090909,272.7719979479402,0.0312551247648681,15.153999885996676,code_task_3761_data_chatglm,7.0,4.0,0.0,0.0,3.0,code_task_3761_data_chatglm.py,8,0.0,0.0,0.0
code_task_3761_data_codellama,3761,codellama,False,C,C,C,1102,2,1015,310,1.0000015048541353,10.367061143984223,8.195991124260356,9,WA,code_task_3761_data_codellama.py,19,15,15,0,0,58.27516280320284,5,15,20,13,22,35,20,151.26748332105768,3.6666666666666665,554.6474388438781,0.0504224944403525,30.813746602437675,code_task_3761_data_codellama,1.0,1.0,0.0,0.0,0.0,code_task_3761_data_codellama.py,7,0.0,0.0,0.0
code_task_3762_data_gemma,3762,gemma,False,C,C,C,1103,2,960,122,1.0000006704275366,10.991377245508984,7.8104251497006025,3,WA,code_task_3762_data_gemma.py,10,8,8,0,0,71.6943863027522,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.0051699250014423,0.861654166907052,code_task_3762_data_gemma,7.0,2.0,0.0,0.0,5.0,code_task_3762_data_gemma.py,1,0.0,0.0,0.0
code_task_3762_data_codellama,3762,codellama,False,C,C,C,1104,2,960,221,1.0000015048541353,10.991377245508984,7.8104251497006025,6,WA,code_task_3762_data_codellama.py,12,9,9,0,4,65.50547105173514,4,8,12,7,14,21,12,75.28421251514429,3.5,263.494743803005,0.025094737505048,14.638596877944725,code_task_3762_data_codellama,3.0,2.0,0.0,0.0,1.0,code_task_3762_data_codellama.py,6,0.0,0.0,0.0
code_task_3762_data_wenxin,3762,wenxin,False,C,C,C,1105,2,960,426,1.0047143732716854,10.991377245508984,7.8104251497006025,5,WA,code_task_3762_data_wenxin.py,22,14,14,2,3,78.82170111337854,6,18,24,16,32,48,24,220.07820003461552,5.333333333333333,1173.750400184616,0.0733594000115385,65.208355565812,code_task_3762_data_wenxin,4.0,3.0,0.0,0.0,1.0,code_task_3762_data_wenxin.py,4,0.0,0.0,0.0
code_task_3762_data_starcoder,3762,starcoder,False,C,C,C,1106,2,960,505,1.0002613699886067,10.991377245508984,7.8104251497006025,13,WA,code_task_3762_data_starcoder.py,18,7,7,5,0,97.49161821304436,5,9,14,5,10,15,14,57.110323830864054,2.7777777777777777,158.6397884190668,0.019036774610288,8.813321578837044,code_task_3762_data_starcoder,3.0,2.0,1.0,0.0,0.0,code_task_3762_data_starcoder.py,4,0.0,0.0,0.0
code_task_3762_data_codegeex,3762,codegeex,False,C,C,C,1107,2,960,515,1.0000062730192742,10.991377245508984,7.8104251497006025,16,WA,code_task_3762_data_codegeex.py,26,22,21,0,11,55.55931665404558,7,15,22,8,15,23,22,102.56692722865785,3.5,358.9842453003024,0.0341889757428859,19.943569183350135,code_task_3762_data_codegeex,12.0,10.0,0.0,1.0,1.0,code_task_3762_data_codegeex.py,9,0.0,0.0,0.0
code_task_3763_data_wenxin,3763,wenxin,True,B,C,B,1108,2,2330,588,1.001503608481102,9.957364341085274,7.204011627906976,0,CE,code_task_3763_data_wenxin.py,22,17,17,5,0,86.42368455831841,3,8,11,6,12,18,11,62.26976913547136,2.25,140.10698055481055,0.0207565897118237,7.78372114193392,code_task_3763_data_wenxin,1.0,0.0,1.0,0.0,0.0,code_task_3763_data_wenxin.py,7,0.0,0.0,0.0
code_task_3763_data_gpt3.5,3763,gpt3.5,True,C,A,C,1109,2,2330,500,1.0000175975021575,9.957364341085274,7.204011627906976,9,TLE,code_task_3763_data_gpt3.5.py,24,19,19,0,0,58.53498800182107,3,8,11,7,14,21,11,72.64806399138325,2.625,190.70116797738103,0.024216021330461,10.594509332076724,code_task_3763_data_gpt3.5,2.0,2.0,0.0,0.0,0.0,code_task_3763_data_gpt3.5.py,7,0.0,0.0,0.0
code_task_3763_data_gemma,3763,gemma,False,C,C,C,1111,2,2330,262,1.0000961571812044,9.957364341085274,7.204011627906976,11,WA,code_task_3763_data_gemma.py,10,10,10,0,0,62.02658738816796,5,18,23,12,24,36,23,162.84823041805248,3.3333333333333335,542.8274347268416,0.0542827434726841,30.157079707046755,code_task_3763_data_gemma,2.0,2.0,0.0,0.0,0.0,code_task_3763_data_gemma.py,10,0.0,0.0,0.0
code_task_3763_data_claude3,3763,claude3,True,C,C,C,1112,2,2330,659,1.2865461585080376,9.957364341085274,7.204011627906976,11,TLE,code_task_3763_data_claude3.py,28,24,23,0,7,53.4636671863357,7,16,23,12,24,36,23,162.84823041805248,5.25,854.9532096947755,0.0542827434726841,47.49740053859864,code_task_3763_data_claude3,9.0,3.0,0.0,2.0,4.0,code_task_3763_data_claude3.py,10,0.0,0.0,0.0
